<<<<<<< HEAD
timestep,base_station_id,users,demand,throughput,cell_load,avg_user_throughput,jains_fairness_index,congestion_ratio
1,1,20,115.57778467223612,85.5903101043047,0.855903101043047,4.279515505215235,0.9557368958146139,1.1557778467223612
2,1,20,102.62091978882842,72.86517374248744,0.7286517374248744,3.643258687124372,0.8509886201309497,1.0262091978882841
3,1,20,119.03207242898968,85.60729910876348,0.8560729910876348,4.280364955438174,0.9288701372707223,1.1903207242898968
4,1,20,112.10782288355719,84.40834335674374,0.8440834335674374,4.220417167837187,0.9160538139054163,1.1210782288355718
5,1,20,107.59776123053314,81.53873516652565,0.8153873516652566,4.0769367583262826,0.8997815725137097,1.0759776123053313
6,1,20,111.78689195628667,85.01706438971979,0.8501706438971979,4.25085321948599,0.9417253838287718,1.1178689195628666
7,1,20,103.65470485601605,82.88887518384664,0.8288887518384663,4.144443759192332,0.9411816418468388,1.0365470485601604
8,1,20,97.813230561307,73.85737204512239,0.7385737204512239,3.6928686022561195,0.859873991815531,0.97813230561307
9,1,20,107.5392617992771,84.3313044566571,0.843313044566571,4.2165652228328545,0.9412239899927495,1.075392617992771
10,1,20,92.34726421239482,78.72266737495836,0.7872266737495837,3.9361333687479183,0.91107082931073,0.9234726421239482
11,1,20,101.34871210972017,78.76782262502938,0.7876782262502938,3.938391131251469,0.904371684956736,1.0134871210972016
12,1,20,101.67912029866103,76.72938703522273,0.7672938703522273,3.8364693517611363,0.8910173412278818,1.0167912029866104
13,1,20,108.56028993527666,78.82791578314004,0.7882791578314005,3.941395789157002,0.8966150615862507,1.0856028993527667
14,1,20,92.90062300006784,74.54800245005254,0.7454800245005253,3.727400122502627,0.8796459463200779,0.9290062300006784
15,1,20,122.94635186023794,90.58662600105396,0.9058662600105396,4.529331300052698,0.9569345152460524,1.2294635186023795
16,1,20,118.01565916996444,89.50951878392198,0.8950951878392197,4.475475939196099,0.958866189253892,1.1801565916996444
17,1,20,113.11053022912202,83.89897114647576,0.8389897114647575,4.194948557323788,0.9120549645757511,1.1311053022912203
18,1,20,81.62022831380737,70.97860230801827,0.7097860230801827,3.548930115400913,0.8335270592829034,0.8162022831380737
19,1,20,113.00007043271509,81.01333463648768,0.8101333463648769,4.050666731824384,0.8958941411641206,1.130000704327151
